Date,Positive_nlikes,Positive_nreplies,Positive_nretweets,Negative_nlikes,Negative_nreplies,Negative_nretweets,Neutral_nlikes,Neutral_nreplies,Neutral_nretweets,Total_Positive,Total_Negative,Total_Neutral
2016-01-22,399,291,593,70,39,119,512,210,866,1283,228,1588
2016-01-23,195,94,222,2113,406,2061,282,185,397,511,4580,864
2016-01-24,422,151,1234,304,178,708,574,501,902,1807,1190,1977
2016-01-25,584,226,945,178,66,254,534,396,992,1755,498,1922
2016-01-26,275,135,506,83,34,144,245,126,284,916,261,655
2016-01-27,654,111,663,261,67,241,522,159,741,1428,569,1422
2016-01-28,751,210,832,169,52,179,2643,881,3450,1793,400,6974
2016-01-29,540,30,332,75,27,107,710,138,957,902,209,1805
2016-01-30,107,39,133,79,12,121,368,123,488,279,212,979
2016-01-31,46,22,85,91,18,137,585,67,684,153,246,1336
2016-02-01,148,67,208,104,22,173,705,94,825,423,299,1624
2016-02-02,105,68,114,113,48,188,205,59,238,287,349,502
2016-02-03,215,58,240,130,20,159,367,111,483,513,309,961
2016-02-04,390,166,432,50,24,71,1159,504,1446,988,145,3109
2016-02-05,162,14,136,29,9,57,347,90,487,312,95,924
2016-02-06,101,22,91,124,24,148,461,263,827,214,296,1551
2016-02-07,235,24,236,13,7,11,560,128,515,495,31,1203
2016-02-08,125,77,199,86,226,108,234,115,318,401,420,667
2016-02-09,107,17,138,13,11,26,194,34,255,262,50,483
2016-02-10,90,31,174,24,8,33,203,29,312,295,65,544
2016-02-11,68,16,71,32,11,19,173,39,241,155,62,453
2016-02-12,112,31,97,45,4,46,204,60,267,240,95,531
2016-02-13,50,13,106,28,18,47,752,91,861,169,93,1704
2016-02-14,28,7,30,17,9,27,90,30,139,65,53,259
2016-02-15,90,17,96,36,15,94,164,68,241,203,145,473
2016-02-16,75,23,152,24,11,194,112,40,194,250,229,346
2016-02-17,677,83,1176,72,31,109,166,77,402,1936,212,645
2016-02-18,343,98,484,41,13,62,139,52,236,925,116,427
2016-02-19,125,24,125,110,26,142,1199,251,1544,274,278,2994
2016-02-20,134,44,112,79,34,127,210,71,219,290,240,500
2016-02-21,99,43,159,79,35,106,220,111,213,301,220,544
2016-02-22,130,71,164,130,28,165,220,56,223,365,323,499
2016-02-23,111,19,108,27,20,14,772,116,1105,238,61,1993
2016-02-24,79,31,104,34,12,32,107,43,149,214,78,299
2016-02-25,105,58,100,422,31,532,367,103,518,263,985,988
2016-02-26,58,87,85,15,14,40,79,35,128,230,69,242
2016-02-27,62,29,98,38,19,89,103,47,173,189,146,323
2016-02-28,137,21,168,16,15,23,88,33,126,326,54,247
2016-02-29,139,31,111,83,17,171,356,101,567,281,271,1024
2016-03-01,120,37,143,424,86,573,288,87,469,300,1083,844
2016-03-02,92,35,121,235,97,246,184,48,187,248,578,419
2016-03-03,117,50,136,162,51,249,420,340,489,303,462,1249
2016-03-04,246,65,246,140,86,117,237,99,259,557,343,595
2016-03-05,64,29,77,59,50,106,106,38,147,170,215,291
2016-03-06,312,68,376,68,9,115,228,43,278,756,192,549
2016-03-07,937,638,603,215,49,369,562,158,1024,2178,633,1744
2016-03-08,300,54,325,48,23,68,229,52,423,679,139,704
2016-03-09,99,30,206,144,29,281,203,22,280,335,454,505
2016-03-10,94,35,156,36,19,81,113,26,101,285,136,240
2016-03-11,111,15,91,21,10,46,230,36,345,217,77,611
2016-03-12,115,26,114,24,8,20,257,37,174,255,52,468
2016-03-13,119,30,136,72,13,78,1465,45,847,285,163,2357
2016-03-14,94,15,91,42,13,36,89,65,119,200,91,273
2016-03-15,153,20,180,42,11,22,144,47,120,353,75,311
2016-03-16,362,71,369,42,17,101,168,30,169,802,160,367
2016-03-17,102,26,164,66,35,120,2151,212,2348,292,221,4711
2016-03-18,44,21,50,31,10,48,86,28,119,115,89,233
2016-03-19,85,21,127,54,6,61,190,94,289,233,121,573
2016-03-20,33,10,37,93,10,191,192,62,263,80,294,517
2016-03-21,1127,184,992,58,21,72,496,118,636,2303,151,1250
2016-03-22,167,52,146,133,44,139,296,110,289,365,316,695
2016-03-23,1022,116,931,360,118,492,186,47,174,2069,970,407
2016-03-24,959,157,727,76,51,160,522,118,547,1843,287,1187
2016-03-25,69,20,95,27,28,86,318,64,550,184,141,932
2016-03-26,40,13,52,30,17,50,74,25,123,105,97,222
2016-03-27,58,25,47,26,13,57,171,34,249,130,96,454
2016-03-28,45,20,42,181,26,194,139,46,222,107,401,407
2016-03-29,471,423,670,120,56,186,385,105,566,1564,362,1056
2016-03-30,63,20,116,42,23,78,331,59,490,199,143,880
2016-03-31,296,43,280,46,13,79,123,31,204,619,138,358
2016-04-01,24,9,50,41,20,76,81,14,131,83,137,226
2016-04-02,205,53,368,87,28,123,336,38,282,626,238,656
2016-04-03,158,28,222,83,29,89,193,44,241,408,201,478
2016-04-04,172,44,179,78,22,142,101,31,134,395,242,266
2016-04-05,61,28,85,24,37,44,101,34,128,174,105,263
2016-04-06,99,32,156,24,13,39,59,31,76,287,76,166
2016-04-07,81,11,111,30,7,31,138,27,152,203,68,317
2016-04-08,132,25,167,12,15,7,132,34,186,324,34,352
2016-04-09,102,37,135,62,28,88,81,36,199,274,178,316
2016-04-10,114,24,131,36,12,97,78,17,87,269,145,182
2016-04-11,154,26,167,9,6,11,97,17,166,347,26,280
2016-04-12,78,27,101,159,92,326,113,24,125,206,577,262
2016-04-13,191,54,288,413,113,520,525,114,799,533,1046,1438
2016-04-14,157,46,290,155,60,325,341,129,468,493,540,938
2016-04-15,22,9,91,41,7,45,125,67,212,122,93,404
2016-04-16,65,37,103,12,14,12,182,30,270,205,38,482
2016-04-17,95,30,89,136,10,39,193,53,260,214,185,506
2016-04-18,135,22,117,89,42,119,171,118,299,274,250,588
2016-04-19,275,35,350,40,14,50,227,122,422,660,104,771
2016-04-20,129,31,200,54,29,124,1018,191,1224,360,207,2433
2016-04-21,221,36,272,162,31,168,779,338,1041,529,361,2158
2016-04-22,200,44,311,41,82,63,288,66,442,555,186,796
2016-04-23,142,13,220,18,17,14,254,48,253,375,49,555
2016-04-24,82,57,92,43,11,60,737,199,858,231,114,1794
2016-04-25,1891,270,2756,2080,236,4022,1816,346,2152,4917,6338,4314
2016-04-26,753,129,891,860,128,1212,1744,449,3331,1773,2200,5524
2016-04-27,178,60,211,311,99,655,483,165,798,449,1065,1446
2016-04-28,369,77,482,201,32,267,878,179,1399,928,500,2456
2016-04-29,165,40,161,448,64,425,297,68,446,366,937,811
2016-04-30,138,72,151,57,16,66,335,61,445,361,139,841
2016-05-01,71,18,102,70,24,106,140,33,221,191,200,394
2016-05-02,11,12,14,73,23,100,69,12,48,37,196,129
2016-05-03,204,26,151,59,20,110,142,34,195,381,189,371
2016-05-04,511,215,504,219,47,233,1158,484,1232,1230,499,2874
2016-05-05,147,25,172,41,26,102,450,350,712,344,169,1512
2016-05-06,137,43,171,74,19,93,160,58,168,351,186,386
2016-05-07,92,59,157,33,12,39,320,71,318,308,84,709
2016-05-08,66,26,72,11,9,9,266,66,286,164,29,618
2016-05-09,161,49,139,67,32,78,372,65,418,349,177,855
2016-05-10,176,36,192,36,21,36,421,92,626,404,93,1139
2016-05-11,1027,57,555,56,19,101,226,58,254,1639,176,538
2016-05-12,156,38,162,50,24,89,224,57,271,356,163,552
2016-05-13,111,18,139,56,20,94,183,51,224,268,170,458
2016-05-14,75,22,76,37,6,50,170,65,204,173,93,439
2016-05-15,103,33,143,47,21,55,241,52,212,279,123,505
2016-05-16,106,29,198,25,10,20,220,44,271,333,55,535
2016-05-17,85,28,89,46,14,63,365,92,397,202,123,854
2016-05-18,86,28,151,37,25,66,258,62,290,265,128,610
2016-05-19,268,61,426,349,64,225,578,97,714,755,638,1389
2016-05-20,750,69,664,162,18,96,2096,291,1493,1483,276,3880
2016-05-21,87,27,95,85,17,159,269,75,359,209,261,703
2016-05-22,58,23,62,71,48,117,420,109,672,143,236,1201
2016-05-23,258,45,649,33,19,61,488,86,494,952,113,1068
2016-05-24,71,40,210,25,8,39,394,70,520,321,72,984
2016-05-25,75,33,123,49,38,82,342,84,400,231,169,826
2016-05-26,403,81,267,163,42,126,747,151,714,751,331,1612
2016-05-27,242,90,340,95,52,248,1697,315,2124,672,395,4136
2016-05-28,45,32,36,36,8,79,359,88,594,113,123,1041
2016-05-29,132,39,108,120,26,127,185,68,329,279,273,582
2016-05-30,80,22,73,388,88,654,310,136,413,175,1130,859
2016-05-31,233,48,259,276,127,407,612,185,677,540,810,1474
2016-06-01,183,49,240,153,57,204,461,108,346,472,414,915
2016-06-02,753,168,709,99,48,119,259,131,390,1630,266,780
2016-06-03,829,120,750,72,36,91,205,121,270,1699,199,596
2016-06-04,100,21,122,64,41,51,168,55,215,243,156,438
2016-06-05,186,61,151,48,13,50,319,86,299,398,111,704
2016-06-06,147,48,191,78,23,137,406,101,425,386,238,932
2016-06-07,585,94,639,304,95,471,701,231,816,1318,870,1748
2016-06-08,197,40,269,624,165,646,479,129,558,506,1435,1166
2016-06-09,278,57,294,196,60,207,482,197,596,629,463,1275
2016-06-10,956,157,749,114,37,64,135,72,166,1862,215,373
2016-06-11,259,92,399,225,73,139,1723,218,2857,750,437,4798
2016-06-12,251,89,333,86,43,87,821,307,1057,673,216,2185
2016-06-13,151,46,155,95,36,83,344,87,512,352,214,943
2016-06-14,672,268,975,200,64,162,385,125,496,1915,426,1006
2016-06-15,161,60,154,521,97,434,515,127,563,375,1052,1205
2016-06-16,1275,156,1140,977,112,932,7756,534,9779,2571,2021,18069
2016-06-17,467,43,351,198,25,85,379,69,518,861,308,966
2016-06-18,362,58,139,68,39,50,515,144,821,559,157,1480
2016-06-19,361,102,478,333,135,304,1357,593,1233,941,772,3183
2016-06-20,545,130,609,207,62,236,1109,254,1284,1284,505,2647
2016-06-21,1246,139,677,296,110,498,1263,317,1559,2062,904,3139
2016-06-22,553,146,438,660,138,362,1302,274,1224,1137,1160,2800
2016-06-23,2289,170,677,727,82,346,994,220,826,3136,1155,2040
2016-06-24,13966,2720,11016,7637,809,5786,13596,1643,9354,27702,14232,24593
2016-06-25,531,208,447,2913,201,2863,907,375,646,1186,5977,1928
2016-06-26,396,156,192,836,170,887,1483,339,1684,744,1893,3506
2016-06-27,1257,168,978,752,203,659,653,158,600,2403,1614,1411
2016-06-28,929,120,626,539,94,337,1882,291,1558,1675,970,3731
2016-06-29,363,132,235,571,82,919,3123,492,3051,730,1572,6666
2016-06-30,776,169,1082,1913,112,1597,998,125,1158,2027,3622,2281
2016-07-01,545,67,453,57,24,58,1082,98,1015,1065,139,2195
2016-07-02,367,73,436,159,20,150,288,83,257,876,329,628
2016-07-03,401,73,378,235,16,39,230,60,238,852,290,528
2016-07-04,587,108,454,163,32,190,679,198,853,1149,385,1730
2016-07-05,1242,232,1792,178,42,212,543,219,816,3266,432,1578
2016-07-06,262,58,207,184,77,200,292,61,326,527,461,679
2016-07-07,149,23,133,242,66,212,510,146,588,305,520,1244
2016-07-08,103,23,110,60,21,59,256,55,282,236,140,593
2016-07-09,695,27,313,69,6,52,186,16,186,1035,127,388
2016-07-10,193,53,193,190,49,521,440,154,668,439,760,1262
2016-07-11,1160,64,267,63,9,57,440,67,545,1491,129,1052
2016-07-12,857,26,278,96,14,123,1223,147,1221,1161,233,2591
2016-07-13,195,33,141,236,35,243,412,51,443,369,514,906
2016-07-14,200,29,191,33,6,42,410,37,400,420,81,847
2016-07-15,85,32,78,106,36,113,218,55,139,195,255,412
2016-07-16,77,33,73,25,5,20,124,42,104,183,50,270
2016-07-17,247,58,278,110,39,83,320,26,148,583,232,494
2016-07-18,69,33,66,65,12,21,392,82,558,168,98,1032
2016-07-19,524,76,455,270,37,203,1126,127,1363,1055,510,2616
2016-07-20,101,12,151,97,42,129,196,26,173,264,268,395
2016-07-21,99,19,139,149,11,94,236,51,154,257,254,441
2016-07-22,95,30,72,96,28,59,213,58,299,197,183,570
2016-07-23,38,31,24,34,13,18,104,40,98,93,65,242
2016-07-24,119,22,128,98,17,41,98,49,147,269,156,294
2016-07-25,132,85,121,81,41,103,1075,171,2124,338,225,3370
2016-07-26,284,69,291,153,27,207,544,209,478,644,387,1231
2016-07-27,344,55,301,80,44,157,399,74,526,700,281,999
2016-07-28,223,25,194,379,30,197,374,51,506,442,606,931
2016-07-29,119,39,141,126,17,97,483,160,489,299,240,1132
2016-07-30,33,9,22,19,6,21,110,30,131,64,46,271
2016-07-31,750,234,1745,36,11,42,83,29,112,2729,89,224
2016-08-01,118,46,93,80,25,51,291,133,421,257,156,845
2016-08-02,846,357,821,170,37,95,1032,198,988,2024,302,2218
2016-08-03,632,66,741,394,149,789,615,133,882,1439,1332,1630
2016-08-04,266,24,263,365,113,475,195,44,239,553,953,478
2016-08-05,89,12,64,180,18,143,109,21,116,165,341,246
2016-08-06,15,3,26,74,34,89,138,28,170,44,197,336
2016-08-07,20,14,12,20,7,25,160,29,207,46,52,396
2016-08-08,66,6,72,27,5,31,215,30,1258,144,63,1503
2016-08-09,89,17,50,71,17,758,46,18,76,156,846,140
2016-08-10,113,14,135,34,16,13,108,33,98,262,63,239
2016-08-11,70,9,97,229,27,217,279,28,268,176,473,575
2016-08-12,137,13,51,119,22,152,129,16,146,201,293,291
2016-08-13,166,18,173,16,8,14,77,31,91,357,38,199
2016-08-14,95,20,81,33,6,33,410,76,386,196,72,872
2016-08-15,153,74,350,5,7,6,70,14,75,577,18,159
2016-08-16,1893,413,2184,55,13,53,57,21,59,4490,121,137
2016-08-17,120,15,128,222,34,193,148,87,143,263,449,378
2016-08-18,155,22,150,90,19,23,200,60,288,327,132,548
2016-08-19,85,21,58,177,53,177,369,111,397,164,407,877
2016-08-20,121,31,148,16,11,8,99,192,729,300,35,1020
2016-08-21,178,22,165,80,18,117,203,33,225,365,215,461
2016-08-22,125,18,110,148,28,282,112,24,114,253,458,250
2016-08-23,40,14,46,66,7,78,388,49,399,100,151,836
2016-08-24,87,21,93,15,17,37,163,34,207,201,69,404
2016-08-25,84,33,81,134,26,84,323,38,329,198,244,690
2016-08-26,141,15,108,57,18,83,47,23,61,264,158,131
2016-08-27,77,23,80,25,12,20,73,12,62,180,57,147
2016-08-28,1106,89,425,75,28,37,169,77,844,1620,140,1090
2016-08-29,157,54,127,79,18,64,151,77,227,338,161,455
2016-08-30,195,72,185,134,95,244,150,49,145,452,473,344
2016-08-31,84,30,106,240,74,349,260,62,324,220,663,646
2016-09-01,207,33,213,57,13,90,229,49,242,453,160,520
2016-09-02,126,23,123,501,82,573,744,488,775,272,1156,2007
2016-09-03,115,24,109,52,3,24,163,38,194,248,79,395
2016-09-04,731,258,761,533,137,933,1325,482,1231,1750,1603,3038
2016-09-05,309,43,406,207,52,329,631,253,566,758,588,1450
2016-09-06,1009,100,830,228,86,288,780,235,749,1939,602,1764
2016-09-07,537,208,544,2503,354,1697,1286,235,1902,1289,4554,3423
2016-09-08,241,51,214,5796,474,4423,255,47,310,506,10693,612
2016-09-09,228,34,336,130,18,120,181,29,179,598,268,389
2016-09-10,191,34,193,80,25,74,320,25,338,418,179,683
2016-09-11,200,51,181,70,14,86,194,56,339,432,170,589
2016-09-12,224,43,220,337,70,360,564,220,619,487,767,1403
2016-09-13,1956,109,2209,70,30,137,241,168,336,4274,237,745
2016-09-14,398,125,393,269,113,151,532,103,635,916,533,1270
2016-09-15,257,19,213,364,34,305,289,50,346,489,703,685
2016-09-16,217,15,267,33,9,56,188,31,243,499,98,462
2016-09-17,941,212,757,100,33,105,843,304,788,1910,238,1935
2016-09-18,279,100,326,181,59,217,578,701,616,705,457,1895
2016-09-19,627,396,620,252,55,364,1079,296,1152,1643,671,2527
2016-09-20,231,70,284,134,64,149,762,257,878,585,347,1897
2016-09-21,330,67,377,83,28,76,221,117,251,774,187,589
2016-09-22,394,47,376,175,32,197,405,97,433,817,404,935
2016-09-23,363,59,371,120,17,128,266,48,246,793,265,560
2016-09-24,89,10,73,41,8,46,138,21,173,172,95,332
2016-09-25,194,31,265,94,30,111,153,48,142,490,235,343
2016-09-26,153,51,128,513,452,415,233,52,264,332,1380,549
2016-09-27,404,41,333,179,42,236,357,85,332,778,457,774
2016-09-28,216,33,187,157,41,227,206,46,777,436,425,1029
2016-09-29,414,49,281,120,29,87,276,34,276,744,236,586
2016-09-30,199,34,216,42,9,47,147,68,185,449,98,400
